pub_date	title	venue	excerpt	citation	url_slug	paper_url
2020	A phonological reconstruction of Proto-Omagua–Kokama–Tupinambá	MA thesis	This paper is about the number 1. The number 2 is left for future work.	Lundgren, Olof. (2020). "A phonological reconstruction of Proto-Omagua–Kokama–Tupinambá." Unpublished.	paper-title-number-1	http://lup.lub.lu.se/student-papers/record/9007022
2015	Retroflexion hos talare med tungrots-r i Skåne. BA thesis.	Lundgren, Olof. (2015). "Retroflexion hos talare med tungrots-r i Skåne." Unpublished.	paper-title-number-2	
